"20",0,0,1,0,0,3,4,0,0,17,0,0,0,1,6,2,0,0,0,0,1,0,0,1,0,0,4,0,0,3,5,0,28,0,0,2,6,0,0,1,0,0,1,0,2,0,0,24,4,0,1,0,0,1,6,1,0,0,0,0,0,0,0,1,0,0,0,4,17,0,0,0,0,0,3,1,0,0,1,0,0,2,1,4,8,23,4,2,0,4,0,1,1,12,0,6,0,1,6,0,6,1,0,0,0,0,2,1,0,8,2,2,0,2,0,2,0,6,0,12,0,0,0,0,3,0,9,1,0,1,0,0,6,1,0,0,0,0,1,8,9,0,0,0,0,0,0,0,3,0,0,0,17,15,0,0,3,1,0,8,0,12,0,0,0,4,18,0,3,0,1,0,1,7,0,0,0,6,0,0,0,0,1,0,0,2,0,0,1,16,3,0,0,0,1,1,0,0,0,0,0,0,0,12,34,32,0,0,5,17,0,16,3,0,0,1,1,6,0,0,0
"21",0,0,0,0,0,1,1,0,2,12,1,2,0,1,4,0,7,6,0,1,0,0,2,0,1,3,0,0,0,0,0,0,18,4,0,2,2,0,1,0,0,0,6,0,2,0,0,3,12,0,0,0,0,0,0,2,1,0,0,8,0,0,1,0,1,1,0,2,13,0,0,0,0,0,0,0,0,1,0,0,2,4,1,8,7,21,0,9,1,2,1,0,0,15,1,1,0,0,0,1,3,0,1,0,0,0,0,0,0,13,0,2,2,0,0,1,2,0,1,22,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,10,9,1,0,0,1,0,0,0,0,0,0,0,23,45,0,5,0,0,19,2,1,3,0,0,0,0,10,0,0,0,0,0,0,2,1,0,0,5,1,0,0,0,2,0,3,2,2,0,6,7,0,0,0,0,4,3,0,0,0,1,0,0,1,1,22,29,1,0,6,7,1,18,10,0,0,7,8,2,0,0,0
"22",0,0,0,0,1,0,2,0,5,25,0,0,0,0,6,0,0,5,0,1,1,0,10,0,0,1,0,0,0,0,2,0,26,1,0,0,1,0,0,0,0,0,0,3,0,1,0,2,7,17,0,0,0,0,1,0,0,7,0,3,0,0,0,2,0,0,3,1,54,0,0,0,2,0,0,0,0,2,0,0,4,0,1,7,7,19,0,9,0,11,0,11,0,8,3,0,0,6,2,0,3,0,0,0,0,0,3,0,0,8,1,0,0,0,0,0,0,1,2,25,0,3,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,1,1,0,0,1,27,4,0,0,2,1,11,0,2,5,0,0,0,0,6,0,5,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,9,1,1,0,0,0,3,0,0,0,0,0,0,0,1,45,23,0,0,1,2,0,8,1,0,0,0,1,2,1,0,0
"23",0,0,0,0,0,0,1,0,0,7,0,2,0,0,4,0,0,15,0,1,0,1,2,0,2,0,1,0,0,0,10,0,17,5,1,2,3,0,0,0,0,0,3,0,2,1,1,3,11,3,1,0,0,0,2,0,3,0,0,0,2,0,0,0,2,0,0,2,26,0,0,0,0,0,0,0,0,2,1,0,2,1,0,8,2,20,0,3,0,2,0,5,0,11,3,4,0,2,2,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,2,2,32,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,3,0,0,2,0,28,0,0,0,0,0,0,0,4,3,1,0,0,7,3,0,1,0,0,0,0,2,0,0,0,1,1,1,0,2,7,0,2,2,0,0,4,4,0,0,0,11,0,16,3,0,0,0,0,2,0,2,26,26,0,2,0,2,0,9,0,0,1,0,0,0,0,0,0
"24",0,0,0,0,5,2,0,0,0,20,0,0,3,0,6,0,0,9,0,2,0,11,2,0,2,0,2,0,0,1,0,0,23,0,0,2,10,0,0,1,0,0,0,1,0,1,0,5,9,2,0,0,0,1,1,2,0,0,0,0,0,0,5,0,0,0,0,2,24,0,0,0,0,0,0,0,0,1,0,0,8,0,0,8,5,27,5,4,3,4,0,6,0,11,0,0,0,1,0,0,2,1,0,0,0,0,2,1,0,6,0,0,0,3,0,0,0,9,5,18,0,8,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,27,0,0,1,0,0,0,1,0,0,4,0,19,4,1,1,3,0,1,1,1,9,1,0,0,1,15,0,2,0,0,0,0,4,0,2,0,2,0,0,0,1,1,0,3,3,1,0,0,11,3,0,0,0,0,16,0,2,0,1,0,0,1,2,31,27,1,1,0,4,0,14,1,0,1,0,0,0,0,0,0
"25",0,0,0,0,0,3,2,0,0,20,1,1,0,1,5,0,2,18,0,4,0,5,2,0,1,3,1,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,0,0,1,6,0,0,0,0,0,0,0,5,3,0,0,8,28,0,0,0,0,1,1,0,0,0,0,0,0,1,0,10,2,25,3,12,3,4,0,5,0,30,0,3,0,0,0,1,1,0,0,0,0,0,2,0,0,9,1,2,0,2,0,0,0,3,5,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,1,0,0,0,0,0,1,0,2,1,20,7,0,0,13,0,2,10,7,8,0,0,0,1,23,0,4,0,2,0,0,8,0,0,0,13,0,0,5,0,1,0,2,1,1,0,0,8,3,0,1,2,1,2,0,1,0,0,0,3,2,3,25,17,0,2,0,2,0,15,3,0,0,0,5,1,1,0,0
"26",0,0,0,0,0,0,6,0,0,4,0,0,4,0,5,1,0,6,4,4,0,5,2,0,0,0,1,0,0,1,2,4,27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,10,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,1,2,0,1,30,0,0,0,0,0,0,0,0,1,1,1,3,3,0,6,9,15,0,13,0,8,0,5,0,18,5,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,6,16,0,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,13,7,0,0,0,0,0,1,0,3,0,1,2,17,21,0,1,3,0,19,5,0,6,0,1,0,1,21,1,4,0,3,0,0,7,0,0,2,4,0,0,0,0,0,0,7,2,0,0,2,2,4,0,1,1,2,5,0,0,0,0,1,0,0,2,9,34,1,1,0,4,0,13,11,0,1,17,0,0,0,0,0
"27",0,0,0,0,0,6,5,0,1,18,0,0,0,0,2,0,0,5,0,1,0,1,1,0,1,3,1,0,0,1,0,1,16,0,0,4,1,0,0,0,0,0,2,0,1,0,0,1,4,6,0,0,2,1,3,0,0,0,1,6,0,0,0,2,0,0,1,3,63,1,0,0,0,0,0,0,0,5,3,0,3,3,0,13,2,16,0,2,0,0,0,1,0,7,2,0,1,0,4,0,2,4,0,0,1,0,1,0,0,2,1,1,0,2,0,0,0,1,0,21,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,14,0,1,1,0,0,0,0,2,0,0,1,18,9,0,0,3,0,17,2,2,3,1,0,0,2,13,1,15,1,2,0,0,13,0,0,0,0,0,7,0,1,0,0,7,4,0,6,0,9,2,2,1,0,13,10,1,0,0,0,1,0,0,3,20,15,0,0,5,0,0,14,1,0,1,6,4,2,3,0,0
"28",0,5,0,2,1,0,4,0,0,17,0,1,1,1,7,0,1,6,2,0,2,4,3,0,0,0,1,0,1,0,5,1,25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,7,2,0,0,0,0,0,1,0,0,3,3,0,0,0,1,0,0,2,5,61,0,0,0,0,0,0,0,1,4,0,0,3,1,0,13,2,21,0,7,0,5,1,6,1,13,0,0,1,0,4,0,6,1,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,18,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,3,1,24,1,0,0,1,0,4,2,1,5,1,0,0,1,22,0,3,0,0,0,0,11,0,0,2,0,1,0,0,0,0,2,15,0,0,7,1,6,7,0,0,0,0,15,0,0,0,0,1,1,0,0,42,22,0,0,1,0,0,15,0,0,0,0,0,0,0,0,1
"29",0,0,0,0,3,0,2,0,0,17,0,0,3,0,7,0,1,0,0,0,2,11,5,0,3,0,0,0,0,0,5,0,24,2,0,3,0,0,0,0,0,0,2,0,1,0,3,3,4,0,0,0,0,0,3,1,0,0,1,6,0,0,0,1,2,4,0,2,52,0,0,0,0,0,0,0,0,1,0,0,3,3,2,2,1,18,0,6,1,1,1,2,0,9,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,1,0,2,0,3,5,19,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,15,3,0,0,4,3,9,0,1,7,0,2,1,0,13,0,6,0,0,0,0,6,0,0,0,0,0,1,0,0,2,0,5,3,0,2,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,56,19,1,0,1,11,0,7,4,0,0,0,2,1,0,0,0
"30",0,0,0,0,13,2,6,0,0,37,0,1,3,0,3,1,0,0,0,0,0,2,5,0,0,1,0,0,1,5,5,0,41,2,0,0,2,0,0,0,0,0,1,0,0,1,0,3,1,1,1,0,0,0,2,3,0,0,4,4,2,5,0,0,4,0,1,4,65,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,22,7,16,1,14,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,3,1,0,7,0,2,0,0,0,1,0,0,4,33,0,1,0,0,0,0,15,0,0,1,0,0,0,0,0,0,1,1,0,0,15,0,0,0,0,9,0,0,0,0,0,2,20,6,0,0,2,2,12,3,1,15,2,1,0,1,10,0,4,0,0,0,0,8,0,1,0,0,0,0,0,1,0,1,4,1,0,3,5,22,2,0,0,0,0,6,2,0,0,0,0,1,1,2,34,22,0,1,2,2,0,8,4,0,0,0,1,0,2,0,0
"31",0,0,0,0,6,0,5,1,0,10,0,0,0,0,7,0,0,1,1,4,0,3,0,0,4,0,1,0,0,0,0,1,25,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,6,0,0,0,0,1,0,0,0,0,1,22,0,0,0,0,0,0,2,5,23,0,0,1,0,0,1,0,0,0,0,0,1,1,0,12,4,19,0,0,0,2,0,4,0,20,2,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,19,0,2,0,1,3,0,0,0,1,1,0,2,0,0,1,0,0,0,1,23,7,0,0,0,0,0,0,0,2,0,0,0,16,19,0,0,4,0,4,3,0,8,1,0,0,0,21,0,6,0,0,1,0,5,1,2,5,10,0,1,0,0,1,0,0,2,1,1,4,2,5,0,0,2,11,10,0,0,0,0,0,0,0,0,30,30,1,2,0,4,8,15,7,0,0,26,0,1,0,0,0
"32",0,0,0,0,2,0,7,0,0,28,0,0,0,0,5,0,3,6,0,0,0,4,6,0,0,2,0,0,0,3,0,1,21,0,0,4,2,0,0,0,0,0,1,1,0,1,0,4,9,0,0,0,1,0,2,0,0,0,0,5,0,0,1,0,1,0,1,1,48,0,0,1,0,0,1,0,0,5,0,0,0,1,0,11,15,23,2,6,0,8,0,3,0,13,8,0,0,0,1,0,2,0,0,0,0,1,2,0,0,9,0,0,1,0,0,1,0,1,0,19,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,0,0,0,1,0,0,1,0,4,0,25,2,0,1,1,0,1,3,0,3,0,0,0,3,23,0,29,0,0,0,0,1,0,2,1,1,1,2,0,0,2,2,4,5,0,1,3,4,3,0,0,1,1,3,0,0,0,0,0,0,0,10,57,30,0,1,0,3,0,14,3,0,0,4,3,0,2,0,0
"33",1,0,0,0,1,1,2,1,0,23,0,1,3,0,8,3,2,14,4,0,0,2,4,0,0,1,0,0,0,0,0,1,30,3,0,2,1,0,0,0,0,0,2,2,3,0,1,3,9,0,0,0,0,0,0,4,1,0,1,1,1,0,0,1,1,0,1,6,54,0,0,0,1,0,1,0,0,0,0,0,4,1,0,21,2,25,0,6,0,5,0,2,1,9,3,0,0,1,5,0,0,0,0,0,0,0,1,0,0,5,3,0,0,1,0,0,0,0,0,23,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,10,0,0,0,0,1,1,0,0,0,0,0,23,4,0,1,4,3,5,4,0,6,0,1,0,2,24,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,5,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,26,28,0,4,0,5,0,19,4,0,0,12,5,0,1,0,0
"34",0,0,1,0,2,0,3,1,0,44,0,0,0,0,2,1,5,5,5,0,1,4,3,0,0,4,10,0,0,1,2,4,23,2,0,0,2,0,0,0,0,0,2,1,0,1,1,0,2,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,4,0,2,3,55,0,1,0,0,0,0,0,0,3,1,0,2,7,0,15,4,23,3,25,0,2,0,2,0,11,3,0,0,1,1,1,0,3,1,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,1,25,2,6,0,0,1,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,11,0,1,0,0,0,0,0,3,0,1,0,8,1,0,0,5,0,14,5,1,11,0,0,2,0,11,0,11,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,11,2,0,0,0,6,0,0,0,0,0,2,2,0,0,0,0,0,0,3,35,29,0,0,2,1,0,4,0,1,0,0,0,0,3,0,0
"35",0,0,0,0,7,0,6,0,0,91,0,0,0,0,7,1,0,5,3,1,0,1,1,0,0,0,6,0,0,1,1,2,19,1,0,1,0,0,0,0,0,1,0,0,1,1,0,4,4,2,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,7,50,0,0,0,0,0,1,0,1,1,0,0,1,0,0,7,0,26,8,253,0,10,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,1,0,0,2,0,0,0,0,2,4,27,9,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,1,0,0,0,1,0,2,0,0,0,25,0,0,0,2,0,11,0,0,1,1,1,0,2,7,0,3,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,5,3,0,0,0,2,2,0,0,4,0,3,1,0,0,0,0,1,0,3,27,21,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"36",1,0,0,0,1,0,4,0,0,12,0,0,0,1,2,0,4,7,1,0,0,0,5,0,0,1,7,0,0,2,0,0,33,0,0,1,0,0,0,0,0,0,2,0,2,0,1,4,3,0,0,1,2,0,2,0,1,0,0,33,0,0,1,0,1,0,0,0,28,1,0,0,0,0,2,0,0,0,1,0,1,3,0,6,6,26,2,3,0,1,3,3,0,34,4,1,0,0,2,0,5,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,3,18,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,11,18,0,0,0,0,0,1,1,2,2,0,1,20,10,0,0,3,1,1,2,0,2,0,0,0,0,8,0,2,0,0,0,0,12,0,0,1,1,4,0,0,0,6,0,0,3,0,0,1,4,1,0,0,0,0,3,0,0,0,0,8,0,0,0,22,23,0,0,4,5,7,17,5,0,0,28,2,1,0,0,0
"37",1,0,0,0,3,0,2,0,0,26,0,0,0,0,1,0,3,0,0,1,1,1,6,0,2,2,1,0,1,0,0,0,38,0,0,2,0,0,1,0,0,0,4,0,0,0,7,0,18,0,2,0,0,0,0,1,1,0,0,16,0,0,1,1,3,0,0,6,82,0,0,0,0,0,0,0,1,1,0,0,0,3,1,18,8,17,0,2,0,3,0,2,0,13,3,3,3,0,1,0,1,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,21,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,8,17,0,0,0,0,0,0,0,3,0,2,0,23,6,0,0,2,0,0,1,0,11,0,0,0,4,11,2,2,0,0,0,0,7,0,2,1,0,0,0,0,0,0,2,9,5,0,0,0,0,2,0,0,1,0,16,0,0,0,0,2,0,0,2,30,24,0,0,8,9,1,10,7,1,0,0,4,0,3,0,0
"38",0,0,1,0,5,0,4,0,2,29,0,0,0,0,1,1,6,1,0,0,0,12,9,0,1,0,1,0,0,0,2,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,5,0,1,0,0,0,2,1,0,0,0,12,0,1,0,0,2,1,1,8,78,2,0,0,0,0,1,0,0,1,0,0,3,1,0,9,0,19,4,13,0,2,1,19,0,3,1,2,0,0,0,0,3,1,0,0,0,0,1,0,1,2,0,4,1,0,0,0,0,0,0,23,0,6,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,2,1,0,10,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,6,0,5,1,0,11,0,0,0,2,22,0,3,0,0,0,0,4,0,0,9,3,0,0,0,0,0,0,9,3,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,47,17,0,0,0,1,0,13,0,0,0,0,1,0,0,0,0
"39",0,0,0,1,10,0,5,0,2,43,0,0,0,0,2,0,4,1,4,0,0,5,4,1,0,0,2,0,0,4,0,0,28,0,0,0,3,0,0,0,0,0,4,0,1,0,1,2,6,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,5,0,1,4,37,2,0,0,0,0,0,0,0,3,0,0,4,5,0,4,1,22,3,21,0,1,0,9,1,6,0,0,0,0,0,0,6,2,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,26,0,2,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,0,0,1,26,0,1,0,4,0,8,2,2,7,0,0,0,0,19,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,0,3,1,3,0,0,0,1,1,0,0,0,0,0,3,0,0,89,27,0,0,1,0,0,4,1,0,0,0,1,3,2,0,0
"40",0,0,1,0,5,0,3,0,0,58,0,4,0,0,12,0,1,3,0,0,0,4,1,0,1,2,5,0,0,3,0,2,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,3,35,0,1,1,0,1,0,0,0,9,0,0,7,1,0,5,4,23,4,57,1,2,0,1,0,8,3,0,0,0,2,0,5,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,39,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,25,3,0,1,6,0,0,0,0,7,0,0,0,0,20,0,8,0,0,0,0,4,0,1,1,0,0,0,0,0,2,0,1,2,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,89,23,1,2,0,0,0,11,2,0,0,0,0,0,0,0,0
"41",0,1,0,0,0,0,16,0,0,21,0,2,1,0,2,0,1,3,0,2,0,12,7,0,0,1,0,0,0,1,0,0,29,0,1,0,1,0,0,0,0,1,3,0,0,2,2,6,14,0,8,0,3,0,0,0,0,0,0,18,0,0,0,0,1,0,0,4,11,0,0,1,0,0,0,0,1,0,0,7,0,0,0,19,4,19,2,9,0,0,2,6,0,36,3,2,1,1,0,0,3,0,0,0,2,0,2,2,1,2,0,3,0,0,1,0,0,1,1,23,1,2,0,0,1,0,3,0,0,0,0,0,1,0,0,0,3,2,0,1,9,0,0,0,0,0,0,2,4,0,0,0,28,11,0,0,3,0,0,0,1,4,0,0,0,3,12,1,3,0,0,0,2,1,0,0,3,0,0,0,0,0,1,0,0,0,5,0,1,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,16,18,0,0,1,9,3,13,7,0,0,11,1,0,0,1,0
"42",1,0,0,0,0,0,0,0,0,8,0,0,1,0,1,2,2,11,1,0,0,5,5,0,0,0,1,1,0,1,1,0,28,0,0,0,0,0,0,0,0,0,2,0,0,1,0,12,11,1,4,0,0,0,1,0,0,0,0,19,0,0,2,2,1,0,0,7,27,0,0,0,1,0,3,0,0,0,0,0,1,5,0,7,13,26,0,4,1,1,0,2,0,8,7,1,2,0,0,0,4,3,0,0,1,0,2,0,0,4,8,2,0,0,0,0,0,1,2,24,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,19,1,0,0,0,0,0,0,1,0,2,0,18,27,0,0,3,0,0,5,2,11,0,0,0,7,19,0,2,0,0,1,0,6,0,0,3,4,0,0,1,0,0,0,2,0,1,0,0,4,1,1,0,0,0,11,0,0,0,0,0,0,0,0,13,14,0,0,0,0,5,14,3,1,0,21,3,0,1,0,1
"43",1,0,0,0,0,0,1,1,0,8,0,0,3,0,2,0,5,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,21,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,8,0,0,0,0,0,0,2,0,0,4,23,0,0,3,1,3,0,2,8,10,0,0,0,0,0,4,1,0,1,1,0,2,1,1,17,3,25,0,2,0,6,0,4,0,27,1,0,4,0,0,0,0,5,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,2,19,2,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,19,77,0,0,6,0,0,1,0,6,0,2,0,0,14,0,2,0,0,0,0,1,0,1,2,4,0,0,0,2,0,1,11,0,0,1,0,1,3,0,0,0,1,2,0,1,1,0,0,0,0,1,36,21,4,2,0,8,0,17,6,0,0,2,2,0,0,0,0
"44",1,0,1,0,4,0,2,0,1,12,0,0,0,0,6,0,1,3,0,0,0,16,3,0,0,4,0,0,0,1,0,0,28,2,0,0,3,0,0,0,0,0,0,0,0,1,0,5,14,0,0,0,1,0,0,0,0,0,1,8,0,0,4,0,0,0,0,4,9,0,0,0,0,1,0,3,0,6,0,0,0,4,1,10,3,19,1,24,0,3,0,11,0,18,2,0,0,0,2,0,1,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,6,10,0,1,0,0,0,0,0,0,0,4,3,18,61,0,0,2,0,2,4,4,8,0,1,0,2,29,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,28,0,0,0,3,0,17,2,1,0,1,1,0,0,0,0
"45",0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,4,2,1,0,49,4,0,4,0,0,0,0,0,6,1,24,0,0,0,5,0,0,0,0,0,3,1,0,0,0,0,15,0,1,0,0,1,0,3,0,0,0,6,0,1,2,0,2,0,0,1,10,1,0,0,0,0,0,0,0,0,0,3,0,4,0,8,1,21,0,0,0,0,0,20,0,22,5,0,0,0,0,0,6,4,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,18,0,6,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,2,2,16,7,0,0,0,0,0,0,0,0,0,3,0,18,48,3,1,2,0,0,1,3,13,0,0,0,2,37,0,4,0,0,0,0,2,1,0,7,6,1,0,0,1,1,1,2,0,1,0,3,2,2,0,0,0,1,10,1,0,1,1,0,0,1,0,33,26,7,0,0,4,0,11,8,0,0,0,4,1,0,0,0
"46",0,0,0,1,1,0,0,0,0,33,2,0,0,3,0,2,5,8,0,1,1,0,9,0,2,0,0,0,1,3,1,0,20,1,0,4,0,0,0,0,0,0,2,1,1,1,6,9,15,0,0,0,0,0,1,0,0,2,0,27,0,0,0,0,4,0,0,0,31,0,0,0,0,0,0,0,0,10,1,2,0,0,0,4,1,20,0,9,0,0,0,15,7,27,10,0,0,4,0,0,2,0,0,0,0,0,3,0,0,6,0,2,0,0,0,0,0,6,2,16,2,0,0,0,1,0,3,0,0,0,0,3,0,0,1,1,0,0,0,0,30,0,0,1,0,0,0,0,2,0,1,0,20,0,0,0,5,2,2,1,0,21,0,0,0,4,3,0,7,0,3,0,0,0,1,0,3,0,0,0,0,0,2,1,0,0,0,2,3,3,1,0,0,1,0,12,0,0,0,0,9,0,0,0,17,19,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
"47",0,0,1,0,3,0,0,0,1,16,0,0,0,0,9,1,0,5,0,0,0,3,2,1,0,0,1,0,0,0,5,1,22,0,0,0,5,0,0,0,1,0,2,2,0,1,1,4,5,2,8,0,0,0,3,0,0,2,0,11,1,0,0,0,6,0,1,2,30,1,1,1,0,0,0,0,0,3,0,1,2,0,0,5,0,17,1,13,0,0,0,3,0,28,9,0,0,0,1,0,2,3,0,3,0,0,1,0,0,10,1,1,0,0,0,0,2,3,2,26,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,2,22,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,5,0,0,3,0,31,0,0,0,0,11,0,2,0,1,0,0,3,0,0,3,0,1,3,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,27,0,0,0,0,0,0,0,1,14,36,1,1,0,0,1,12,0,0,0,1,1,2,0,0,1
"48",0,0,2,0,1,0,4,0,0,12,0,6,3,1,4,0,4,8,0,2,1,2,7,0,1,1,1,0,0,1,0,3,12,0,0,0,1,0,0,0,0,0,3,1,0,0,0,5,13,1,7,0,0,0,0,0,0,0,1,13,0,0,0,0,4,0,2,0,13,0,0,0,0,0,3,0,0,0,0,0,7,1,0,9,2,27,1,4,0,3,0,3,0,30,9,0,3,0,2,1,4,4,0,0,0,0,3,0,0,1,1,1,1,0,0,1,1,0,0,25,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,15,0,0,1,0,0,0,0,4,0,0,0,28,22,0,0,6,0,1,2,0,29,0,0,0,2,23,0,4,0,1,0,0,1,1,0,2,0,2,2,0,2,4,0,2,5,0,0,5,8,0,0,0,0,4,9,0,1,0,0,1,0,1,0,11,30,2,7,1,0,0,12,5,0,0,0,4,0,0,0,2
"49",0,0,0,0,0,0,6,1,1,8,2,0,1,0,11,0,3,5,0,2,1,11,5,0,4,0,0,0,0,0,0,0,18,2,1,1,3,0,0,0,0,0,4,1,5,0,0,3,6,0,2,1,0,1,0,0,0,0,0,2,0,1,1,2,0,0,1,3,16,0,1,0,0,0,3,0,0,0,0,0,1,1,0,17,6,31,1,17,0,8,0,5,1,50,3,0,0,0,0,0,1,0,0,3,0,0,2,0,0,3,0,0,0,0,0,2,2,0,2,17,0,1,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,2,0,13,4,0,0,0,0,1,0,1,0,0,0,0,18,38,0,0,3,0,0,3,0,23,0,0,0,4,21,0,0,0,1,0,0,1,0,0,0,2,0,4,0,1,0,0,1,1,0,0,2,2,2,0,0,2,12,4,0,0,1,0,0,0,0,1,30,20,4,0,0,5,0,9,16,0,0,0,2,0,1,0,0
"50",0,0,0,0,2,0,1,0,1,9,0,2,0,0,5,1,2,4,0,0,1,15,4,0,0,0,0,0,1,0,3,0,10,0,0,2,0,0,0,0,0,0,2,3,0,1,2,2,10,0,2,0,0,0,1,0,0,0,1,14,0,0,0,2,0,4,1,2,11,1,1,0,0,0,0,0,0,7,0,3,0,3,0,10,2,22,0,15,0,18,0,12,0,29,1,0,0,0,1,0,0,2,0,1,3,5,0,0,0,2,0,0,0,0,0,0,0,1,2,18,0,3,0,4,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,11,9,1,0,1,2,0,0,0,1,0,0,0,20,46,0,0,1,0,0,2,0,21,0,0,1,0,12,0,0,0,2,1,0,2,0,1,3,4,0,0,0,0,1,0,1,1,4,2,1,7,3,0,0,0,0,5,0,1,0,0,1,1,0,0,23,22,0,0,0,8,0,15,8,0,0,1,1,0,3,0,0
